owning_agency_name,reporting_agency_name,submission_period,federal_account_symbol,federal_account_name,agency_identifier_name,budget_function,budget_subfunction,budget_authority_unobligated_balance_brought_forward,adjustments_to_unobligated_balance_brought_forward_cpe,budget_authority_appropriated_amount,borrowing_authority_amount,contract_authority_amount,spending_authority_from_offsetting_collections_amount,total_other_budgetary_resources_amount,total_budgetary_resources,obligations_incurred,deobligations_or_recoveries_or_refunds_from_prior_year,unobligated_balance,gross_outlay_amount,status_of_budgetary_resources_total,last_modified_date
Department of Defense,Department of Defense,FY2023P12,017-1319,"Research, Development, Test, and Evaluation, Navy",Department of the Navy,National Defense,Department of Defense-Military,3711198989.91,522567789.76,26113424409.0,0.0,0.0,500256006.7,500256006.7,30847447195.37,26457384861.55,783423552.36,4390062333.82,23474688856.36,30847447195.37,2024-01-30
Department of Defense,Department of Defense,FY2023P12,017-1405,"Reserve Personnel, Navy",Department of the Navy,National Defense,Department of Defense-Military,56144300.71,43369083.01,2406713000.0,0.0,0.0,22060350.87,22060350.87,2528286734.59,2480537581.5,54243892.96,47749153.09,2438265085.64,2528286734.59,2024-01-30
Department of Defense,Department of Defense,FY2023P12,017-1453,"Military Personnel, Navy",Department of the Navy,National Defense,Department of Defense-Military,437142547.32,374188239.18,36627782000.0,0.0,0.0,449395021.1,449395021.1,37888507807.6,37628888816.83,487144250.67,259618990.77,37137091568.8,37888507807.6,2024-01-30
Department of Defense,Department of Defense,FY2023P12,017-1506,"Aircraft Procurement, Navy",Department of the Navy,National Defense,Department of Defense-Military,8650075828.42,763906214.67,19036270094.0,0.0,0.0,20643598.53,20643598.53,28470895735.62,21292770048.43,1133173733.66,7178125687.19,18046047455.6,28470895735.62,2024-01-30
Department of Defense,Department of Defense,FY2023P12,017-1507,"Weapons Procurement, Navy",Department of the Navy,National Defense,Department of Defense-Military,1188665006.31,456925350.17,4903056726.0,0.0,0.0,13090543.43,13090543.43,6561737625.91,4803884984.48,374522981.53,1757852641.43,3707309174.9,6561737625.91,2024-01-30
Department of Defense,Department of Defense,FY2023P12,017-1508,"Procurement of Ammunition, Navy and Marine Corps",Department of the Navy,National Defense,Department of Defense-Military,113402514.34,236884424.73,1484862942.0,0.0,0.0,17286643.8,17286643.8,1852436524.87,1311497181.43,23436759.21,540939343.44,819313230.54,1852436524.87,2024-01-30
Department of Defense,Department of Defense,FY2023P12,017-1611,"Shipbuilding and Conversion, Navy",Department of the Navy,National Defense,Department of Defense-Military,14972239292.41,3305635857.37,26433512769.0,0.0,0.0,11354.23,11354.23,44711399273.01,27503631920.33,3511636025.07,17207767352.68,19876911047.8,44711399273.01,2024-01-30
Department of Defense,Department of Defense,FY2023P12,017-1612,"National Sea-Based Deterrence Fund, Navy",Department of the Navy,National Defense,Department of Defense-Military,446220568.06,36442287.98,5857776000.0,0.0,0.0,0.0,0.0,6340438856.04,5467758937.26,36442287.98,872679918.78,4202268796.75,6340438856.04,2024-01-30
Department of Defense,Department of Defense;Department of Transportation,FY2023P12,017-1804,"Operation and Maintenance, Navy",Department of the Navy,National Defense,Department of Defense-Military,3187232688.62,3417501445.12,70126388612.0,0.0,0.0,5986882187.37,5986882187.37,82718004933.11,78645807563.46,4136994163.54,4072197369.65,71297599041.75,82718004933.11,2024-01-30
Department of Defense,Department of Defense,FY2023P12,017-1806,"Operation and Maintenance, Navy Reserve",Department of the Navy,National Defense,Department of Defense-Military,82304630.53,94468142.42,1278189000.0,0.0,0.0,19011303.86,19011303.86,1473973076.81,1353129992.36,129411006.85,120843084.45,1228503159.37,1473973076.81,2024-01-30
Department of Defense,Department of Defense,FY2023P12,017-1810,"Other Procurement, Navy",Department of the Navy,National Defense,Department of Defense-Military,2836588398.16,712151262.6,12170954697.0,0.0,0.0,139335353.57,139335353.57,15859029711.33,12532507684.79,837390659.04,3326522026.54,10994384771.84,15859029711.33,2024-01-30
Department of Defense,Department of Defense,FY2023P12,017-4557,"National Defense Sealift Fund, Navy",Department of the Navy,National Defense,Department of Defense-Military,106831323.34,10723633.74,94607000.0,0.0,0.0,0.0,0.0,212161957.08,109649934.63,10723633.74,102512022.45,92400233.96,212161957.08,2024-01-30
Department of Defense,Department of Defense,FY2023P12,017-5185,"Kaho'Olawe Island Conveyance, Remediation, and Environmental Restoration Fund, Navy",Department of the Navy,National Defense,Department of Defense-Military,347124.58,0.0,0.0,0.0,0.0,0.0,0.0,347124.58,0.0,0.0,347124.58,0.0,347124.58,2024-01-30
Department of Defense,Department of Defense,FY2023P12,017-5562,Ford Island Improvement Account,Department of the Navy,National Defense,Department of Defense-Military,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0,100000.0,2024-01-30
Department of Defense,Department of Defense,FY2023P12,017-5630,"Department of Defense World War II Commemoration Fund, Navy",Department of the Navy,National Defense,Department of Defense-Military,667597.0,0.0,0.0,0.0,0.0,0.0,0.0,667597.0,0.0,0.0,667597.0,0.0,667597.0,2024-01-30
Department of Defense,Department of Defense,FY2023P12,017-8716,"Department of the Navy General Gift Fund, Navy",Department of the Navy,National Defense,Department of Defense-Military,7509239.89,0.0,1141668.86,0.0,0.0,0.0,0.0,8650908.75,68.81,0.0,8650839.94,2546312.55,8650908.75,2024-01-30
Department of Defense,Department of Defense,FY2023P12,017-8723,"Ships' Stores Profits, Navy",Department of the Navy,National Defense,Department of Defense-Military,1426955.88,0.0,10389224.69,0.0,0.0,0.0,0.0,11816180.57,8397650.32,0.0,3418530.25,8397650.32,11816180.57,2024-01-30
Department of Defense,Department of Defense,FY2023P12,017-8733,United States Naval Academy General Gift Fund,Department of the Navy,National Defense,Department of Defense-Military,30671509.43,0.0,23331349.55,0.0,0.0,0.0,0.0,54002858.98,25359288.0,0.0,28643570.98,19767396.24,54002858.98,2024-01-30
Department of Defense,Department of Defense,FY2023P12,021-0720,"Family Housing Construction, Army",Department of the Army,National Defense,Department of Defense-Military,174979892.89,188993.52,491061000.0,0.0,0.0,0.0,0.0,666229886.41,213396705.97,221653.4,452833180.44,91056699.71,666229886.41,2024-01-30
Department of Defense,Department of Defense,FY2023P12,021-0725,"Family Housing Operation and Maintenance, Army",Department of the Army,National Defense,Department of Defense-Military,91863966.18,-272642.77,446411000.0,0.0,0.0,5977378.93,5977378.93,543979702.34,481108666.8,36796550.21,62871035.54,391775089.24,543979702.34,2024-01-30
Department of Defense,Department of Defense,FY2023P12,021-0810,"Environmental Restoration, Army",Department of the Army,National Defense,Department of Defense-Military,2351814.26,0.0,0.0,0.0,0.0,0.0,0.0,2351814.26,0.0,0.0,2351814.26,0.0,2351814.26,2024-01-30
Department of Defense,Department of Defense,FY2023P12,021-1004,"Medicare-Eligible Retiree Health Fund Contribution, Army",Department of the Army,National Defense,Department of Defense-Military,0.0,0.0,2694171000.0,0.0,0.0,0.0,0.0,2694171000.0,2694171000.0,0.0,0.0,2694171000.0,2694171000.0,2024-01-30
Department of Defense,Department of Defense,FY2023P12,021-1005,"Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Army",Department of the Army,National Defense,Department of Defense-Military,0.0,0.0,491518000.0,0.0,0.0,0.0,0.0,491518000.0,491518000.0,0.0,0.0,491518000.0,491518000.0,2024-01-30
Department of Defense,Department of Defense,FY2023P12,021-1006,"Medicare-Eligible Retiree Health Fund Contribution, National Guard Personnel, Army",Department of the Army,National Defense,Department of Defense-Military,0.0,0.0,873937000.0,0.0,0.0,0.0,0.0,873937000.0,873937000.0,0.0,0.0,873937000.0,873937000.0,2024-01-30
Department of Defense,Department of Defense,FY2023P12,021-2010,"Military Personnel, Army",Department of the Army,National Defense,Department of Defense-Military,118509281.88,2993712112.81,50353602000.0,0.0,0.0,332449946.12,332449946.12,53798273340.81,53642879854.54,2844169305.34,155393486.27,50694292326.38,53798273340.81,2024-01-30
Department of Defense,Department of Defense;Department of Transportation,FY2023P12,021-2020,"Operation and Maintenance, Army",Department of the Army,National Defense,Department of Defense-Military,3803938357.53,4017225159.33,63131397690.0,0.0,0.0,10127589860.2,10127589860.2,81080151067.06,78155724087.23,5204126129.69,2924426979.83,69806797057.78,81080151067.06,2024-01-30
Department of Defense,Department of Defense,FY2023P12,021-2031,"Aircraft Procurement, Army",Department of the Army,National Defense,Department of Defense-Military,2062673057.23,349011396.37,3903873524.0,0.0,0.0,150734364.16,150734364.16,6466292341.76,4395613281.85,511167558.51,2070679059.91,3905686681.28,6466292341.76,2024-01-30
Department of Defense,Department of Defense,FY2023P12,021-2032,"Missile Procurement, Army",Department of the Army,National Defense,Department of Defense-Military,2912458670.22,849705777.33,7897193200.0,0.0,0.0,408555886.7,408555886.7,12067913534.25,9255471770.4,203152824.86,2812441763.85,4516791768.54,12067913534.25,2024-01-30
Department of Defense,Department of Defense,FY2023P12,021-2033,"Procurement of Weapons and Tracked Combat Vehicles, Army",Department of the Army,National Defense,Department of Defense-Military,3087748535.33,1041660176.57,7494412668.0,0.0,0.0,12018526.03,12018526.03,11635839905.93,6545684228.92,334094332.12,5090155677.01,4113477232.2,11635839905.93,2024-01-30
Department of Defense,Department of Defense,FY2023P12,021-2034,"Procurement of Ammunition, Army",Department of the Army,National Defense,Department of Defense-Military,2525103019.66,2519497347.06,6661355039.0,0.0,0.0,1353897986.84,1353897986.84,13059853392.56,8992744554.85,366891885.37,4067108837.71,4222062185.82,13059853392.56,2024-01-30
Department of Defense,Department of Defense,FY2023P12,021-2035,"Other Procurement, Army",Department of the Army,National Defense,Department of Defense-Military,4474755264.72,1165387122.99,8849673409.0,0.0,0.0,59926082.2,59926082.2,14549741878.91,11783539354.26,904607539.78,2766202524.65,8725316259.19,14549741878.91,2024-01-30
Department of Defense,Department of Defense,FY2023P12,021-2040,"Research, Development, Test, and Evaluation, Army",Department of the Army,National Defense,Department of Defense-Military,7785713283.79,3027182316.16,17055885814.0,0.0,0.0,6214781922.86,6214781922.86,34083563336.81,28267460577.22,3218225278.83,5816102759.59,36039629952.04,34083563336.81,2024-01-30
Department of Defense,Department of Defense;Department of Transportation,FY2023P12,021-2050,"Military Construction, Army",Department of the Army,National Defense,Department of Defense-Military,5308340069.83,1090625545.17,2008915000.0,0.0,0.0,7146267277.52,7146267277.52,15554147892.52,9795264332.15,1099195522.63,5758883560.37,6686421858.29,15554147892.52,2024-01-30
Department of Defense,Department of Defense,FY2023P12,021-2060,"National Guard Personnel, Army",Department of the Army,National Defense,Department of Defense-Military,485455809.52,1679211957.59,9634388000.0,0.0,0.0,-596657609.35,-596657609.35,11202398157.76,10877565978.49,1796660840.42,324832179.27,9952924971.13,11202398157.76,2024-01-30
Department of Defense,Department of Defense;Department of Transportation,FY2023P12,021-2065,"Operation and Maintenance, Army National Guard",Department of the Army,National Defense,Department of Defense-Military,628988356.9,1014394386.27,8324110000.0,0.0,0.0,69372371.6,69372371.6,10036865114.77,9561103061.64,1180111875.04,475762053.13,8026401018.28,10036865114.77,2024-01-30
Department of Defense,Department of Defense,FY2023P12,021-2070,"Reserve Personnel, Army",Department of the Army,National Defense,Department of Defense-Military,244166803.06,155169003.73,5275906000.0,0.0,0.0,30641195.32,30641195.32,5705883002.11,5523797730.38,219235844.59,182085271.73,5209766955.23,5705883002.11,2024-01-30
Department of Defense,Department of Defense,FY2023P12,021-2080,"Operation and Maintenance, Army Reserve",Department of the Army,National Defense,Department of Defense-Military,191241658.36,97703466.67,3221485000.0,0.0,0.0,15308369.76,15308369.76,3525738494.79,3379243396.01,189776596.85,146495098.78,3119940564.82,3525738494.79,2024-01-30
Department of Defense,Department of Defense,FY2023P12,021-2085,"Military Construction, Army National Guard",Department of the Army,National Defense,Department of Defense-Military,1192779526.88,144208201.41,598661000.0,0.0,0.0,0.0,0.0,1935648728.29,647616330.57,154759336.56,1288032397.72,298085726.82,1935648728.29,2024-01-30
Department of Defense,Department of Defense;Department of Transportation,FY2023P12,021-2086,"Military Construction, Army Reserve",Department of the Army,National Defense,Department of Defense-Military,163057394.31,8869160.19,276478000.0,0.0,0.0,0.0,0.0,448404554.5,42667464.52,9040617.04,405737089.98,60295550.27,448404554.5,2024-01-30
Department of Defense,Department of Defense,FY2023P12,021-2091,"Afghanistan Security Forces Fund, Army",Department of the Army,National Defense,Department of Defense-Military,2071567897.99,521529010.09,0.0,0.0,0.0,0.0,0.0,2593096908.08,367411451.83,882820465.39,2225685456.25,1428578.24,2593096908.08,2024-01-30
Department of Defense,Department of Defense,FY2023P12,021-2093,"Joint Improvised Explosive Device Defeat Fund, Army",Department of the Army,National Defense,Department of Defense-Military,9367393.73,44263269.89,0.0,0.0,0.0,-32360777.53,-32360777.53,21269886.09,19952399.33,56943243.36,1317486.76,33555128.64,21269886.09,2024-01-30
Department of Defense,Department of Defense,FY2023P12,021-2097,"Iraq Train and Equip Fund, Army",Department of the Army,National Defense,Department of Defense-Military,1572546.37,-1215382.04,0.0,0.0,0.0,0.0,0.0,357164.33,357164.33,656431.62,0.0,0.0,357164.33,2024-01-30
Department of Defense,Department of Defense,FY2023P12,021-2099,"Counter-ISIS Train and Equip Fund, Army",Department of the Army,National Defense,Department of Defense-Military,552358164.45,172789423.88,410000000.0,0.0,0.0,0.0,0.0,1135147588.33,599749950.88,239963068.4,535397637.45,413437497.56,1135147588.33,2024-01-30
Department of Defense,Department of Defense,FY2023P12,021-5098,"Restoration, Rocky Mountain Arsenal, Army",Department of the Army,National Defense,Department of Defense-Military,15257961.09,1026258.13,1394232.8,0.0,0.0,0.0,0.0,17678452.02,2430420.71,1026258.13,15248031.31,1949111.23,17678452.02,2024-01-30
Department of Defense,Department of Defense,FY2023P12,021-5286,"National Science Center, Army",Department of the Army,National Defense,Department of Defense-Military,77588.63,-5942.0,-498.0,0.0,0.0,0.0,0.0,71148.63,24121.22,0.0,47027.41,24121.22,71148.63,2024-01-30
Department of Defense,Department of Defense,FY2023P12,021-5752,"Department of Defense Korean War Commemoration Fund, Army",Department of the Army,National Defense,Department of Defense-Military,500.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,500.0,0.0,500.0,2024-01-30
Department of Defense,Department of Defense,FY2023P12,021-5756,"Natick Land Conveyance, Army",Department of the Army,National Defense,Department of Defense-Military,0.0,9540000.0,0.0,0.0,0.0,0.0,0.0,9540000.0,0.0,9540000.0,9540000.0,0.0,9540000.0,2024-01-30
Department of Defense,Department of Defense,FY2023P12,021-8063,"Bequest of Major General Fred C. Ainsworth, Library, Walter Reed General Hospital, Army",Department of the Army,National Defense,Department of Defense-Military,23684.25,0.0,0.0,0.0,0.0,0.0,0.0,23684.25,0.0,0.0,23684.25,0.0,23684.25,2024-01-30
Department of Defense,Department of Defense,FY2023P12,021-8927,"Department of the Army General Gift Fund, Army",Department of the Army,National Defense,Department of Defense-Military,29788679.79,391329.4,35063285.47,0.0,0.0,0.0,0.0,65243294.66,17350520.28,391329.4,47892774.38,32960093.08,65243294.66,2024-01-30
